organism,drug_code,drug_name,drug_class,period,omega,AIC,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value,p.value.BH
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,slope,MGH_2013,0.005193610750389816,0.0024531587608306827,0.007934062739948948,0.0013982154831290116,3.7144566149183516,2.0372607264252553e-4,0.002550348613080505
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,slope,MGH_2014,0.0018701962206652456,-8.830515967685555e-4,0.0046234440380990465,0.0014047440867031584,1.3313430099958439,0.18307851081333243,0.4484096859051186
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,slope,MGH_2015,4.249454170186433e-4,-0.002342632128835861,0.003192522962873148,0.001412055306977477,0.3009410572792963,0.7634599236013098,0.8777192318953833
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,slope,MGH_2016,-4.664362604606279e-4,-0.0032387552733149946,0.0023058827523937384,0.0014144744672463711,-0.32975940623987576,0.7415822945351427,0.8613567544772448
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2007,2.9527489040291135,2.819156610327174,3.086341197731053,0.06816058598816016,43.32047415997892,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2008,2.8337832328290857,2.7069336146068927,2.9606328510512787,0.06472038222271763,43.785020043259166,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2009,2.9786918880252777,2.857593453345276,3.0997903227052794,0.06178605098624815,48.20977939969414,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2010,3.053185690029777,2.9334794652207563,3.1728919148387975,0.06107572677521025,49.990165508255906,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2011,3.1561239655806084,3.0408146491486088,3.271433282012608,0.05883236495238925,53.646049553417356,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2012,3.1124491194573345,3.0011790973939796,3.2237191415206894,0.0567714626090268,54.82418413089198,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2013,3.0982577593930816,2.985312575460117,3.2112029433260463,0.05762615273742878,53.76478581713006,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2014,3.2247134506304405,3.1111039077316742,3.3383229935292067,0.05796511762200924,55.63196596371648,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2015,3.2223403134749997,3.1015923720145144,3.343088254935485,0.06160722462908987,52.304584939109006,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2016,3.2010011562189953,3.083427348184729,3.3185749642532616,0.05998773904095872,53.36092353861512,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2017,3.144271259964725,3.0285674000117733,3.259975119917677,0.059033666366121514,53.26234085588106,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2018,3.3621493459148546,3.2469179563314974,3.477380735498212,0.058792605625556243,57.18660212694128,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,BWH_2019,3.248918306733186,3.145327129325765,3.352509484140607,0.05285361273193539,61.47012737258193,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2007,3.0211668624526413,2.9275867225955725,3.11474700230971,0.047745846655967594,63.27601402110723,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2008,3.0240205787806222,2.9325130606068868,3.1155280969543577,0.04668836718201728,64.77032205883972,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2009,2.847942202862552,2.757249319155394,2.9386350865697097,0.04627272971469474,61.54688129319798,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2010,2.9520502762401604,2.864296764733532,3.0398037877467887,0.04477302246307422,65.9336831386537,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2011,2.977366936737636,2.8918093194744037,3.062924554000868,0.04365264767011024,68.20587285422077,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2012,3.1400791285102163,3.054144577357013,3.22601367966342,0.04384496441314453,71.61778257867246,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2013,3.058954833217059,2.9755161819315465,3.142393484502571,0.04257152271351203,71.85448483490958,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2014,3.2579697416729823,3.174506517869442,3.3414329654765225,0.042584059942880295,76.5067902413022,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2015,3.3159958369399405,3.2310327110484787,3.4009589628314023,0.043349330172207344,76.49474222016774,0,0
E. coli,AMP,Ampicillin,Penicillins,52,0.1208304866765305,520928.0265379879,intercept,MGH_2016,3.2926093728551793,3.208972176917094,3.3762465687932646,0.04267282286705519,77.15939915934601,0,0
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,amplitude,NA,0.02920728458360871,0.015593583136984985,0.04282098603023243,0.006945893676622054,4.204971446930192,2.6128981362805504e-5,6.718880921864273e-5
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,phase,NA,19.476103210879046,17.691291233127004,21.26091518863109,0.9106350891293896,-778.054684304449,0,0
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2007,-1.907688578748141e-4,-0.004109699285219932,0.0037281615694703045,0.001999491040782965,-0.09540870850819737,0.9239903465065926,0.9521607839000863
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2008,-7.89142383265229e-4,-0.0044866064627010396,0.0029083216961705814,0.0018864959298236785,-0.4183112037453408,0.6757202911627658,0.8275125304819378
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2009,-0.0012103069891128873,-0.004769244484513523,0.002348630506287748,0.0018158178025071282,-0.6665354791883841,0.5050700784311429,0.7132423092006137
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2010,-8.350173532468695e-4,-0.004300415914878049,0.00263038120838431,0.001768092979751568,-0.47227004620774893,0.6367348416979415,0.8000608791594953
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2011,-0.0038090049942593033,-0.007149285939369938,-4.6872404914866887e-4,0.0017042562881044475,-2.2349954175588547,0.0254193436584431,0.12634909053755541
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2012,-0.0021035597468393,-0.00533682948583265,0.00112970999215405,0.0016496577307016712,-1.2751492068264152,0.20225871747821322,0.4714720448802488
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2013,9.857577350369305e-4,-0.0023348477014580433,0.004306363171531904,0.0016942175788369003,0.5818365641759333,0.5606777830019306,0.7432431023554186
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2014,8.885712830791457e-4,-0.002473621335176383,0.004250763901334675,0.0017154359186067072,0.517985704648677,0.6044691260782955,0.7798113153223812
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2015,3.216582881953341e-4,-0.0031887331027460426,0.003832049679136711,0.0017910489267307446,0.17959212805116753,0.8574730653982017,0.9114021890081514
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2016,0.0020444818616325126,-0.0013661643396339642,0.00545512806289899,0.0017401575886951087,1.1748831685787766,0.24004361525899454,0.5167817959078991
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2017,-7.107257877120043e-4,-0.004075417948919219,0.0026539663734952107,0.0017167112190568186,-0.414004277377814,0.6788716582375671,0.8283704710624465
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2018,-0.002505666418551631,-0.005855069577734759,8.437367406314974e-4,0.0017089105644811813,-1.4662361334938214,0.14258639002317813,0.362362404720558
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,BWH_2019,-0.0019436812771411547,-0.004902540579130755,0.0010151780248484456,0.001509649833021783,-1.287504714421486,0.19792072271939815,0.46939438801274413
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2007,-0.0013376843905605455,-0.004049674312205143,0.0013743055310840525,0.001383693753067112,-0.9667488832665598,0.3336713845281578,0.615835272441513
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2008,-0.0019914044671744536,-0.004621937121379404,6.391281870304975e-4,0.0013421331590550939,-1.4837607235458428,0.1378748380533594,0.3535073421983439
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2009,0.0032345768743647697,6.288223131800975e-4,0.005840331435549442,0.0013294910425592165,2.43294371366229,0.014977969733463157,0.07972243145492129
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2010,2.3764489742818042e-4,-0.002308476927489007,0.0027837667223453676,0.0012990656180423069,0.182935252944583,0.854849107436095,0.9114021890081514
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2011,-0.0037917584492152064,-0.006235473293639666,-0.0013480436047907472,0.0012468161985118966,-3.041152700567057,0.002357212596756627,0.0199184464425935
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2012,-0.0010296655597757903,-0.0034816801782560952,0.0014223490587045146,0.0012510508549246231,-0.8230405308646134,0.4104864569744965,0.6638489112793292
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2013,-0.0019859708654559683,-0.004375535205911232,4.035934749992958e-4,0.0012191878826875613,-1.6289293009360633,0.10333041279778171,0.2985100814158138
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2014,8.300694214384668e-4,-0.0015693192645777976,0.003229458107454731,0.0012242003959982617,0.6780502801272134,0.49774102233718565,0.70687590567213765
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2015,-8.525358198489231e-4,-0.0032612781978603126,0.0015562065581624662,0.0012289727755261028,-0.6936978888600415,0.4878729314190541,0.704705345383078
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,slope,MGH_2016,-0.0013925359849199966,-0.003813497400778757,0.0010284254309387638,0.0012352070930665032,-1.1273704569352103,0.25958796814360124,0.5317620195911347
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2007,-1.2395900221150442,-1.3597217119837857,-1.1194583322463028,0.061292804774131036,-20.22407078095111,8.303591523556919e-91,1.56794074578896e-90
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2008,-1.1282404299089757,-1.2420604765136078,-1.0144203833043435,0.05807251944547457,-19.428129529808032,5.877762446702492e-84,1.0738830848569958e-83
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2009,-1.051990111091988,-1.1605132419257054,-0.9434669802582707,0.05536996173895744,-18.999292722137177,2.2236559385851793e-80,4.040837135708552e-80
